CustomerID,Region,Cultural Event,Sweet,Rating,Sentiment
1101,North India,Lohri,Gulab Jamun,4,Negative
1102,West India,Diwali,Jalebi,3,Negative
1103,East India,Diwali,Sandesh,5,Negative
1104,East India,Durga Puja,Chomchom,5,Positive
1105,North India,Lohri,Gulab Jamun,3,Negative
1106,North India,Holi,Gulab Jamun,3,Negative
1107,South India,Diwali,Kozhukattai,3,Positive
1108,North India,Holi,Ladoo,4,Negative
1109,South India,Diwali,Payasam,4,Positive
1110,North India,Lohri,Gulab Jamun,2,Positive
1111,West India,Gudi Padwa,Jalebi,2,Negative
1112,South India,Onam,Kozhukattai,1,Negative
1113,North India,Diwali,Ladoo,4,Negative
1114,West India,Diwali,Jalebi,5,Positive
1115,West India,Gudi Padwa,Jalebi,3,Positive
1116,West India,Ganesh Chaturthi,Shrikhand,4,Negative
1117,East India,Durga Puja,Sandesh,5,Negative
1118,West India,Diwali,Shrikhand,3,Negative
1119,North India,Lohri,Rasgulla,4,Positive
1120,South India,Diwali,Payasam,3,Positive
1121,North India,Diwali,Gulab Jamun,4,Positive
1122,North India,Baisakhi,Kaju Katli,2,Negative
1123,East India,Diwali,Sandesh,1,Positive
1124,North India,Holi,Gulab Jamun,1,Positive
1125,South India,Ugadi,Payasam,1,Positive
1126,East India,Bihu,Chomchom,1,Negative
1127,East India,Poila Baisakh,Rasgulla,3,Positive
1128,North India,Lohri,Gulab Jamun,4,Negative
1129,East India,Durga Puja,Rasgulla,3,Positive
1130,West India,Ganesh Chaturthi,Jalebi,2,Negative
1131,South India,Ugadi,Mysore Pak,2,Negative
1132,South India,Pongal,Jangiri,3,Positive
1133,North India,Diwali,Gulab Jamun,5,Negative
1134,West India,Ganesh Chaturthi,Jalebi,2,Positive
1135,North India,Baisakhi,Kaju Katli,2,Negative
1136,West India,Ganesh Chaturthi,Jalebi,4,Negative
1137,West India,Ganesh Chaturthi,Puran Poli,1,Negative
1138,West India,Ganesh Chaturthi,Shrikhand,3,Negative
1139,West India,Ganesh Chaturthi,Modak,3,Negative
1140,North India,Baisakhi,Kaju Katli,2,Positive
1141,North India,Baisakhi,Ladoo,3,Negative
1142,North India,Lohri,Rasgulla,1,Negative
1143,South India,Onam,Mysore Pak,2,Positive
1144,South India,Ugadi,Jangiri,1,Negative
1145,West India,Gudi Padwa,Modak,1,Negative
1146,North India,Lohri,Gulab Jamun,4,Positive
1147,South India,Ugadi,Payasam,5,Positive
1148,North India,Diwali,Ladoo,4,Positive
1149,West India,Ganesh Chaturthi,Puran Poli,2,Positive
1150,South India,Pongal,Kozhukattai,1,Negative
1151,South India,Pongal,Mysore Pak,1,Negative
1152,South India,Pongal,Payasam,4,Negative
1153,West India,Diwali,Modak,5,Positive
1154,East India,Diwali,Sandesh,5,Positive
1155,East India,Durga Puja,Sandesh,3,Positive
1156,West India,Navratri,Shrikhand,5,Positive
1157,West India,Navratri,Modak,2,Positive
1158,West India,Navratri,Modak,4,Positive
1159,North India,Diwali,Ladoo,1,Negative
1160,West India,Gudi Padwa,Puran Poli,2,Positive
1161,East India,Poila Baisakh,Chomchom,2,Positive
1162,North India,Holi,Rasgulla,5,Positive
1163,East India,Bihu,Chomchom,1,Positive
1164,South India,Pongal,Mysore Pak,5,Negative
1165,South India,Ugadi,Payasam,3,Positive
1166,South India,Pongal,Payasam,4,Negative
1167,South India,Onam,Mysore Pak,1,Negative
1168,East India,Diwali,Chomchom,3,Negative
1169,West India,Ganesh Chaturthi,Modak,1,Positive
1170,South India,Pongal,Jangiri,5,Positive
1171,North India,Holi,Rasgulla,5,Negative
1172,West India,Navratri,Shrikhand,2,Positive
1173,East India,Diwali,Sandesh,2,Negative
1174,South India,Ugadi,Payasam,1,Negative
1175,West India,Ganesh Chaturthi,Jalebi,2,Positive
1176,West India,Navratri,Jalebi,3,Positive
1177,West India,Navratri,Shrikhand,3,Positive
1178,East India,Diwali,Sandesh,5,Positive
1179,East India,Diwali,Sandesh,4,Negative
1180,West India,Navratri,Shrikhand,2,Negative
1181,South India,Onam,Payasam,1,Negative
1182,West India,Navratri,Jalebi,4,Negative
1183,North India,Baisakhi,Ladoo,2,Negative
1184,West India,Navratri,Puran Poli,5,Positive
1185,West India,Ganesh Chaturthi,Modak,4,Positive
1186,West India,Gudi Padwa,Jalebi,1,Negative
1187,West India,Navratri,Modak,5,Positive
1188,West India,Navratri,Puran Poli,3,Negative
1189,South India,Pongal,Mysore Pak,4,Negative
1190,South India,Ugadi,Mysore Pak,4,Negative
1191,South India,Ugadi,Payasam,3,Negative
1192,North India,Diwali,Rasgulla,3,Positive
1193,East India,Poila Baisakh,Rasgulla,5,Positive
1194,North India,Lohri,Gulab Jamun,5,Negative
1195,North India,Diwali,Rasgulla,3,Negative
1196,North India,Lohri,Kaju Katli,2,Positive
1197,South India,Onam,Kozhukattai,2,Positive
1198,West India,Navratri,Puran Poli,3,Negative
1199,East India,Poila Baisakh,Rasgulla,1,Positive
1200,East India,Bihu,Chomchom,4,Positive
1201,West India,Diwali,Jalebi,5,Negative
1202,North India,Holi,Rasgulla,1,Positive
1203,West India,Navratri,Shrikhand,1,Positive
1204,South India,Diwali,Mysore Pak,2,Negative
1205,South India,Onam,Mysore Pak,3,Negative
1206,South India,Ugadi,Kozhukattai,4,Negative
1207,North India,Lohri,Ladoo,1,Positive
1208,South India,Diwali,Jangiri,5,Negative
1209,East India,Poila Baisakh,Chomchom,4,Negative
1210,South India,Diwali,Payasam,3,Positive
1211,West India,Diwali,Shrikhand,1,Positive
1212,East India,Bihu,Chomchom,2,Positive
1213,East India,Diwali,Pitha,2,Positive
1214,South India,Pongal,Mysore Pak,3,Positive
1215,West India,Diwali,Shrikhand,2,Positive
1216,North India,Lohri,Kaju Katli,2,Negative
1217,West India,Navratri,Shrikhand,1,Positive
1218,West India,Gudi Padwa,Puran Poli,4,Negative
1219,South India,Pongal,Kozhukattai,3,Negative
1220,East India,Diwali,Chomchom,3,Positive
1221,West India,Ganesh Chaturthi,Puran Poli,5,Positive
1222,East India,Durga Puja,Chomchom,5,Positive
1223,West India,Diwali,Modak,3,Positive
1224,South India,Onam,Kozhukattai,2,Positive
1225,North India,Baisakhi,Gulab Jamun,5,Negative
1226,South India,Ugadi,Kozhukattai,5,Positive
1227,East India,Poila Baisakh,Pitha,4,Negative
1228,West India,Diwali,Modak,3,Negative
1229,East India,Bihu,Chomchom,5,Positive
1230,South India,Ugadi,Jangiri,4,Negative
1231,South India,Ugadi,Jangiri,2,Positive
1232,South India,Onam,Kozhukattai,4,Negative
1233,North India,Baisakhi,Gulab Jamun,1,Negative
1234,East India,Poila Baisakh,Pitha,5,Negative
1235,South India,Onam,Payasam,4,Negative
1236,West India,Ganesh Chaturthi,Shrikhand,5,Negative
1237,West India,Gudi Padwa,Puran Poli,1,Positive
1238,South India,Diwali,Kozhukattai,4,Positive
1239,East India,Poila Baisakh,Pitha,4,Positive
1240,North India,Diwali,Kaju Katli,4,Positive
1241,East India,Poila Baisakh,Chomchom,3,Negative
1242,North India,Lohri,Gulab Jamun,3,Positive
1243,North India,Holi,Kaju Katli,4,Positive
1244,East India,Diwali,Sandesh,3,Negative
1245,West India,Diwali,Modak,3,Negative
1246,North India,Holi,Ladoo,1,Positive
1247,East India,Bihu,Rasgulla,3,Negative
1248,North India,Lohri,Ladoo,1,Positive
1249,East India,Bihu,Chomchom,4,Negative
1250,South India,Pongal,Payasam,2,Positive
1251,South India,Pongal,Jangiri,4,Positive
1252,North India,Holi,Gulab Jamun,4,Negative
1253,East India,Bihu,Pitha,4,Negative
1254,South India,Diwali,Mysore Pak,1,Positive
1255,South India,Onam,Payasam,3,Positive
1256,South India,Onam,Mysore Pak,4,Positive
1257,North India,Diwali,Rasgulla,4,Positive
1258,South India,Pongal,Mysore Pak,5,Positive
1259,West India,Ganesh Chaturthi,Shrikhand,1,Positive
1260,East India,Durga Puja,Sandesh,1,Positive
1261,South India,Onam,Kozhukattai,1,Positive
1262,South India,Diwali,Kozhukattai,3,Positive
1263,South India,Pongal,Mysore Pak,5,Positive
1264,South India,Onam,Kozhukattai,2,Positive
1265,North India,Holi,Rasgulla,3,Positive
1266,West India,Ganesh Chaturthi,Puran Poli,3,Negative
1267,West India,Navratri,Puran Poli,4,Positive
1268,East India,Durga Puja,Chomchom,1,Positive
1269,West India,Diwali,Shrikhand,5,Positive
1270,North India,Lohri,Rasgulla,1,Negative
1271,East India,Poila Baisakh,Rasgulla,4,Positive
1272,West India,Diwali,Jalebi,2,Positive
1273,West India,Diwali,Puran Poli,1,Negative
1274,North India,Baisakhi,Rasgulla,5,Positive
1275,North India,Holi,Rasgulla,4,Positive
1276,South India,Pongal,Kozhukattai,2,Negative
1277,South India,Ugadi,Mysore Pak,2,Negative
1278,West India,Diwali,Shrikhand,4,Negative
1279,West India,Gudi Padwa,Jalebi,5,Negative
1280,South India,Ugadi,Mysore Pak,1,Negative
1281,West India,Gudi Padwa,Puran Poli,2,Positive
1282,North India,Diwali,Gulab Jamun,4,Positive
1283,South India,Ugadi,Kozhukattai,2,Negative
1284,North India,Diwali,Rasgulla,4,Positive
1285,East India,Poila Baisakh,Chomchom,5,Negative
1286,East India,Durga Puja,Sandesh,4,Positive
1287,West India,Gudi Padwa,Shrikhand,4,Negative
1288,West India,Ganesh Chaturthi,Modak,2,Negative
1289,South India,Ugadi,Jangiri,2,Negative
1290,West India,Gudi Padwa,Modak,5,Negative
1291,West India,Gudi Padwa,Puran Poli,5,Positive
1292,West India,Diwali,Jalebi,5,Negative
1293,East India,Bihu,Rasgulla,1,Positive
1294,North India,Holi,Kaju Katli,3,Positive
1295,East India,Poila Baisakh,Sandesh,4,Negative
1296,East India,Poila Baisakh,Rasgulla,1,Positive
1297,South India,Onam,Kozhukattai,5,Positive
1298,North India,Lohri,Gulab Jamun,3,Positive
1299,North India,Lohri,Gulab Jamun,4,Negative
1300,West India,Diwali,Modak,4,Positive
1301,East India,Poila Baisakh,Chomchom,3,Positive
1302,West India,Ganesh Chaturthi,Puran Poli,3,Negative
1303,East India,Diwali,Rasgulla,3,Negative
1304,South India,Ugadi,Mysore Pak,5,Positive
1305,East India,Bihu,Sandesh,3,Negative
1306,South India,Pongal,Mysore Pak,5,Negative
1307,East India,Durga Puja,Chomchom,4,Positive
1308,East India,Durga Puja,Rasgulla,5,Negative
1309,West India,Diwali,Puran Poli,4,Negative
1310,East India,Poila Baisakh,Pitha,1,Positive
1311,West India,Navratri,Jalebi,3,Negative
1312,North India,Holi,Kaju Katli,4,Positive
1313,South India,Onam,Kozhukattai,4,Negative
1314,East India,Durga Puja,Pitha,4,Negative
1315,East India,Diwali,Rasgulla,5,Positive
1316,West India,Navratri,Modak,2,Positive
1317,North India,Holi,Kaju Katli,4,Negative
1318,West India,Gudi Padwa,Modak,2,Positive
1319,East India,Diwali,Sandesh,3,Negative
1320,South India,Pongal,Jangiri,1,Positive
1321,North India,Lohri,Kaju Katli,1,Negative
1322,East India,Durga Puja,Chomchom,2,Positive
1323,North India,Diwali,Kaju Katli,4,Positive
1324,South India,Pongal,Kozhukattai,3,Negative
1325,South India,Ugadi,Payasam,2,Positive
1326,South India,Onam,Kozhukattai,4,Negative
1327,East India,Durga Puja,Chomchom,5,Negative
1328,North India,Lohri,Rasgulla,4,Positive
1329,East India,Diwali,Rasgulla,4,Negative
1330,East India,Durga Puja,Sandesh,1,Positive
1331,East India,Poila Baisakh,Rasgulla,3,Positive
1332,South India,Ugadi,Jangiri,1,Negative
1333,East India,Bihu,Sandesh,2,Negative
1334,South India,Onam,Jangiri,3,Negative
1335,North India,Lohri,Gulab Jamun,4,Negative
1336,West India,Diwali,Jalebi,1,Positive
1337,East India,Durga Puja,Rasgulla,4,Negative
1338,West India,Ganesh Chaturthi,Modak,2,Negative
1339,South India,Pongal,Jangiri,2,Negative
1340,East India,Durga Puja,Sandesh,2,Positive
1341,South India,Ugadi,Kozhukattai,4,Negative
1342,South India,Diwali,Payasam,5,Negative
1343,East India,Diwali,Sandesh,4,Negative
1344,South India,Ugadi,Jangiri,5,Positive
1345,North India,Diwali,Ladoo,1,Negative
1346,South India,Diwali,Payasam,1,Negative
1347,West India,Diwali,Puran Poli,1,Negative
1348,South India,Pongal,Mysore Pak,5,Negative
1349,West India,Gudi Padwa,Modak,2,Positive
1350,South India,Diwali,Kozhukattai,4,Negative
1351,South India,Ugadi,Payasam,5,Positive
1352,East India,Diwali,Chomchom,2,Negative
1353,South India,Pongal,Kozhukattai,3,Positive
1354,West India,Navratri,Shrikhand,5,Negative
1355,North India,Diwali,Rasgulla,2,Negative
1356,West India,Navratri,Jalebi,4,Negative
1357,North India,Diwali,Gulab Jamun,1,Negative
1358,South India,Ugadi,Kozhukattai,5,Positive
1359,North India,Lohri,Rasgulla,3,Negative
1360,East India,Diwali,Sandesh,5,Positive
1361,East India,Diwali,Chomchom,3,Negative
1362,South India,Pongal,Kozhukattai,5,Negative
1363,South India,Diwali,Mysore Pak,3,Positive
1364,South India,Ugadi,Kozhukattai,3,Negative
1365,East India,Bihu,Rasgulla,5,Negative
1366,West India,Navratri,Shrikhand,4,Positive
1367,West India,Ganesh Chaturthi,Puran Poli,2,Positive
1368,South India,Onam,Mysore Pak,4,Negative
1369,South India,Ugadi,Jangiri,1,Negative
1370,North India,Baisakhi,Kaju Katli,5,Negative
1371,West India,Gudi Padwa,Modak,2,Positive
1372,East India,Durga Puja,Pitha,3,Positive
1373,South India,Diwali,Payasam,5,Positive
1374,South India,Ugadi,Mysore Pak,2,Negative
1375,North India,Lohri,Gulab Jamun,3,Positive
1376,West India,Diwali,Modak,3,Positive
1377,North India,Diwali,Rasgulla,4,Negative
1378,East India,Durga Puja,Rasgulla,1,Negative
1379,East India,Diwali,Pitha,1,Negative
1380,East India,Durga Puja,Sandesh,5,Negative
1381,North India,Baisakhi,Kaju Katli,2,Positive
1382,West India,Ganesh Chaturthi,Modak,2,Positive
1383,West India,Gudi Padwa,Shrikhand,2,Positive
1384,East India,Poila Baisakh,Chomchom,3,Positive
1385,East India,Durga Puja,Rasgulla,5,Positive
1386,West India,Gudi Padwa,Jalebi,4,Negative
1387,West India,Ganesh Chaturthi,Jalebi,3,Positive
1388,West India,Gudi Padwa,Modak,1,Negative
1389,West India,Navratri,Puran Poli,4,Positive
1390,East India,Poila Baisakh,Chomchom,1,Negative
1391,East India,Diwali,Pitha,3,Positive
1392,West India,Diwali,Modak,5,Positive
1393,North India,Diwali,Rasgulla,4,Positive
1394,West India,Diwali,Shrikhand,3,Positive
1395,North India,Diwali,Rasgulla,2,Positive
1396,West India,Ganesh Chaturthi,Modak,4,Negative
1397,East India,Poila Baisakh,Chomchom,5,Negative
1398,East India,Diwali,Pitha,2,Positive
1399,East India,Durga Puja,Chomchom,5,Positive
1400,North India,Baisakhi,Gulab Jamun,1,Positive
1401,West India,Gudi Padwa,Jalebi,5,Negative
1402,East India,Bihu,Chomchom,3,Positive
1403,South India,Onam,Mysore Pak,2,Positive
1404,North India,Holi,Gulab Jamun,2,Negative
1405,South India,Onam,Jangiri,5,Positive
1406,North India,Lohri,Rasgulla,2,Negative
1407,West India,Ganesh Chaturthi,Modak,2,Positive
1408,West India,Gudi Padwa,Jalebi,1,Negative
1409,South India,Onam,Kozhukattai,5,Negative
1410,North India,Lohri,Gulab Jamun,1,Negative
1411,West India,Gudi Padwa,Shrikhand,1,Negative
1412,West India,Gudi Padwa,Jalebi,2,Positive
1413,North India,Baisakhi,Kaju Katli,5,Positive
1414,East India,Poila Baisakh,Chomchom,1,Negative
1415,East India,Poila Baisakh,Chomchom,1,Positive
1416,East India,Diwali,Chomchom,3,Negative
1417,South India,Onam,Kozhukattai,5,Negative
1418,South India,Diwali,Jangiri,4,Negative
1419,West India,Navratri,Puran Poli,3,Positive
1420,West India,Navratri,Puran Poli,2,Positive
1421,West India,Ganesh Chaturthi,Jalebi,4,Negative
1422,South India,Onam,Mysore Pak,1,Negative
1423,East India,Bihu,Pitha,2,Positive
1424,North India,Lohri,Rasgulla,1,Positive
1425,North India,Holi,Rasgulla,3,Negative
1426,East India,Durga Puja,Rasgulla,2,Positive
1427,North India,Baisakhi,Rasgulla,1,Positive
1428,North India,Diwali,Gulab Jamun,2,Positive
1429,South India,Diwali,Payasam,3,Negative
1430,West India,Ganesh Chaturthi,Puran Poli,3,Negative
1431,South India,Pongal,Payasam,4,Negative
1432,North India,Holi,Rasgulla,3,Negative
1433,South India,Pongal,Kozhukattai,3,Negative
1434,East India,Diwali,Pitha,5,Negative
1435,South India,Onam,Jangiri,4,Negative
1436,West India,Diwali,Modak,4,Positive
1437,North India,Diwali,Gulab Jamun,3,Negative
1438,West India,Navratri,Jalebi,1,Negative
1439,North India,Holi,Gulab Jamun,5,Negative
1440,West India,Gudi Padwa,Shrikhand,3,Negative
1441,North India,Lohri,Ladoo,4,Negative
1442,South India,Ugadi,Kozhukattai,4,Positive
1443,East India,Durga Puja,Sandesh,5,Negative
1444,West India,Navratri,Shrikhand,2,Positive
1445,East India,Bihu,Pitha,1,Positive
1446,East India,Diwali,Rasgulla,4,Positive
1447,North India,Lohri,Kaju Katli,5,Negative
1448,North India,Diwali,Gulab Jamun,4,Negative
1449,North India,Baisakhi,Kaju Katli,2,Positive
1450,East India,Bihu,Rasgulla,5,Positive
1451,West India,Navratri,Modak,3,Positive
1452,East India,Poila Baisakh,Sandesh,2,Negative
1453,West India,Ganesh Chaturthi,Modak,1,Negative
1454,South India,Ugadi,Payasam,4,Positive
1455,East India,Poila Baisakh,Chomchom,3,Negative
1456,West India,Gudi Padwa,Jalebi,4,Positive
1457,South India,Onam,Jangiri,4,Positive
1458,North India,Holi,Rasgulla,4,Positive
1459,South India,Diwali,Mysore Pak,5,Negative
1460,North India,Diwali,Kaju Katli,5,Negative
1461,North India,Holi,Gulab Jamun,3,Negative
1462,East India,Bihu,Rasgulla,4,Positive
1463,South India,Onam,Jangiri,1,Negative
1464,East India,Diwali,Pitha,4,Positive
1465,North India,Lohri,Gulab Jamun,1,Negative
1466,West India,Diwali,Jalebi,3,Negative
1467,West India,Navratri,Puran Poli,5,Negative
1468,West India,Gudi Padwa,Puran Poli,3,Positive
1469,West India,Gudi Padwa,Puran Poli,4,Negative
1470,North India,Baisakhi,Kaju Katli,1,Positive
1471,North India,Lohri,Gulab Jamun,5,Positive
1472,South India,Pongal,Payasam,4,Positive
1473,North India,Holi,Gulab Jamun,3,Positive
1474,South India,Ugadi,Mysore Pak,5,Negative
1475,West India,Ganesh Chaturthi,Jalebi,1,Negative
1476,West India,Navratri,Jalebi,1,Negative
1477,West India,Diwali,Modak,1,Positive
1478,South India,Diwali,Payasam,2,Negative
1479,North India,Holi,Kaju Katli,4,Positive
1480,North India,Lohri,Ladoo,1,Positive
1481,East India,Poila Baisakh,Sandesh,3,Positive
1482,West India,Diwali,Shrikhand,4,Positive
1483,North India,Holi,Ladoo,5,Positive
1484,West India,Gudi Padwa,Modak,3,Positive
1485,East India,Poila Baisakh,Chomchom,1,Negative
1486,North India,Baisakhi,Ladoo,1,Negative
1487,North India,Holi,Ladoo,3,Negative
1488,West India,Ganesh Chaturthi,Puran Poli,2,Negative
1489,South India,Onam,Jangiri,5,Negative
1490,North India,Diwali,Rasgulla,5,Negative
1491,South India,Pongal,Mysore Pak,4,Negative
1492,East India,Poila Baisakh,Rasgulla,2,Negative
1493,North India,Holi,Gulab Jamun,3,Positive
1494,West India,Ganesh Chaturthi,Puran Poli,5,Negative
1495,West India,Navratri,Shrikhand,3,Negative
1496,West India,Diwali,Puran Poli,3,Negative
1497,South India,Ugadi,Kozhukattai,1,Positive
1498,North India,Baisakhi,Gulab Jamun,1,Positive
1499,West India,Gudi Padwa,Jalebi,5,Positive
1500,North India,Diwali,Rasgulla,1,Negative
1501,West India,Diwali,Jalebi,2,Positive
1502,North India,Baisakhi,Kaju Katli,2,Negative
1503,North India,Holi,Gulab Jamun,3,Negative
1504,South India,Pongal,Kozhukattai,2,Positive
1505,West India,Diwali,Modak,3,Negative
1506,South India,Pongal,Payasam,4,Positive
1507,East India,Poila Baisakh,Pitha,5,Positive
1508,South India,Pongal,Payasam,1,Positive
1509,East India,Diwali,Rasgulla,2,Positive
1510,East India,Poila Baisakh,Sandesh,4,Positive
1511,East India,Poila Baisakh,Chomchom,3,Positive
1512,West India,Gudi Padwa,Shrikhand,5,Positive
1513,South India,Pongal,Kozhukattai,4,Negative
1514,East India,Durga Puja,Chomchom,2,Negative
1515,North India,Diwali,Ladoo,4,Positive
1516,South India,Onam,Payasam,3,Negative
1517,North India,Diwali,Gulab Jamun,4,Negative
1518,North India,Lohri,Kaju Katli,2,Positive
1519,West India,Navratri,Shrikhand,1,Negative
1520,South India,Pongal,Jangiri,1,Negative
1521,North India,Diwali,Gulab Jamun,1,Negative
1522,East India,Durga Puja,Pitha,1,Negative
1523,North India,Lohri,Rasgulla,1,Positive
1524,North India,Diwali,Kaju Katli,4,Negative
1525,North India,Baisakhi,Ladoo,5,Positive
1526,West India,Gudi Padwa,Jalebi,4,Positive
1527,East India,Durga Puja,Chomchom,5,Negative
1528,South India,Pongal,Mysore Pak,1,Positive
1529,South India,Onam,Kozhukattai,3,Negative
1530,West India,Gudi Padwa,Puran Poli,2,Positive
1531,North India,Diwali,Ladoo,3,Negative
1532,East India,Bihu,Pitha,2,Negative
1533,East India,Bihu,Rasgulla,3,Positive
1534,South India,Pongal,Payasam,5,Positive
1535,West India,Diwali,Puran Poli,2,Positive
1536,North India,Lohri,Ladoo,4,Negative
1537,East India,Bihu,Rasgulla,4,Negative
1538,South India,Pongal,Jangiri,1,Negative
1539,South India,Pongal,Payasam,2,Negative
1540,South India,Onam,Jangiri,3,Negative
1541,South India,Ugadi,Payasam,1,Negative
1542,North India,Diwali,Kaju Katli,1,Positive
1543,South India,Diwali,Jangiri,2,Negative
1544,North India,Diwali,Ladoo,2,Negative
1545,South India,Onam,Kozhukattai,2,Negative
1546,South India,Onam,Payasam,1,Positive
1547,East India,Durga Puja,Sandesh,2,Negative
1548,North India,Lohri,Ladoo,3,Negative
1549,South India,Diwali,Kozhukattai,2,Negative
1550,North India,Diwali,Ladoo,2,Positive
1551,South India,Ugadi,Kozhukattai,3,Negative
1552,South India,Pongal,Payasam,5,Negative
1553,South India,Diwali,Payasam,1,Negative
1554,South India,Ugadi,Payasam,1,Negative
1555,North India,Holi,Rasgulla,5,Negative
1556,West India,Gudi Padwa,Puran Poli,3,Negative
1557,West India,Gudi Padwa,Jalebi,3,Negative
1558,North India,Holi,Ladoo,2,Negative
1559,South India,Ugadi,Payasam,3,Negative
1560,West India,Navratri,Shrikhand,3,Positive
1561,South India,Pongal,Kozhukattai,4,Negative
1562,South India,Pongal,Jangiri,5,Negative
1563,West India,Gudi Padwa,Jalebi,4,Negative
1564,East India,Poila Baisakh,Rasgulla,3,Negative
1565,North India,Holi,Rasgulla,2,Negative
1566,North India,Lohri,Gulab Jamun,3,Positive
1567,East India,Diwali,Sandesh,1,Positive
1568,East India,Durga Puja,Pitha,3,Positive
1569,East India,Bihu,Rasgulla,3,Positive
1570,South India,Diwali,Mysore Pak,3,Negative
1571,East India,Poila Baisakh,Chomchom,5,Positive
1572,West India,Navratri,Jalebi,2,Positive
1573,South India,Ugadi,Payasam,5,Negative
1574,West India,Diwali,Modak,3,Positive
1575,West India,Gudi Padwa,Puran Poli,4,Negative
1576,North India,Lohri,Ladoo,5,Positive
1577,East India,Durga Puja,Chomchom,3,Negative
1578,South India,Ugadi,Jangiri,4,Negative
1579,East India,Durga Puja,Sandesh,2,Positive
1580,East India,Poila Baisakh,Chomchom,2,Negative
1581,North India,Baisakhi,Ladoo,4,Positive
1582,East India,Poila Baisakh,Rasgulla,1,Positive
1583,North India,Holi,Gulab Jamun,5,Negative
1584,North India,Holi,Ladoo,1,Negative
1585,East India,Diwali,Pitha,3,Positive
1586,West India,Ganesh Chaturthi,Shrikhand,5,Positive
1587,South India,Diwali,Jangiri,4,Positive
1588,North India,Holi,Rasgulla,4,Positive
1589,West India,Navratri,Puran Poli,2,Negative
1590,West India,Gudi Padwa,Puran Poli,5,Negative
1591,South India,Ugadi,Kozhukattai,2,Positive
1592,South India,Ugadi,Mysore Pak,4,Positive
1593,East India,Poila Baisakh,Chomchom,4,Positive
1594,North India,Lohri,Rasgulla,3,Negative
1595,West India,Navratri,Jalebi,2,Positive
1596,West India,Gudi Padwa,Jalebi,2,Positive
1597,West India,Ganesh Chaturthi,Puran Poli,2,Negative
1598,East India,Durga Puja,Pitha,4,Negative
1599,North India,Lohri,Gulab Jamun,1,Negative
1600,West India,Gudi Padwa,Puran Poli,3,Positive
1601,North India,Baisakhi,Gulab Jamun,1,Negative
1602,West India,Diwali,Jalebi,2,Negative
1603,North India,Diwali,Kaju Katli,1,Positive
1604,East India,Poila Baisakh,Chomchom,4,Positive
1605,North India,Holi,Rasgulla,2,Negative
1606,East India,Diwali,Pitha,1,Positive
1607,South India,Diwali,Mysore Pak,5,Negative
1608,South India,Pongal,Mysore Pak,3,Positive
1609,West India,Diwali,Puran Poli,2,Positive
1610,South India,Ugadi,Mysore Pak,5,Positive
1611,West India,Diwali,Jalebi,1,Positive
1612,North India,Baisakhi,Ladoo,2,Negative
1613,South India,Onam,Mysore Pak,1,Negative
1614,North India,Diwali,Kaju Katli,2,Positive
1615,South India,Pongal,Payasam,2,Positive
1616,West India,Ganesh Chaturthi,Shrikhand,3,Positive
1617,South India,Ugadi,Jangiri,1,Positive
1618,South India,Pongal,Kozhukattai,3,Positive
1619,North India,Baisakhi,Kaju Katli,1,Negative
1620,South India,Ugadi,Payasam,1,Negative
1621,East India,Durga Puja,Sandesh,2,Negative
1622,East India,Poila Baisakh,Sandesh,5,Positive
1623,East India,Durga Puja,Rasgulla,4,Positive
1624,East India,Diwali,Rasgulla,4,Positive
1625,East India,Durga Puja,Chomchom,4,Positive
1626,North India,Holi,Gulab Jamun,5,Positive
1627,East India,Diwali,Chomchom,2,Positive
1628,North India,Holi,Kaju Katli,4,Negative
1629,South India,Onam,Jangiri,2,Positive
1630,South India,Ugadi,Kozhukattai,2,Negative
1631,East India,Durga Puja,Chomchom,3,Positive
1632,South India,Diwali,Kozhukattai,2,Positive
1633,North India,Holi,Ladoo,5,Negative
1634,East India,Diwali,Chomchom,1,Positive
1635,West India,Ganesh Chaturthi,Puran Poli,1,Positive
1636,South India,Onam,Mysore Pak,2,Positive
1637,South India,Pongal,Jangiri,4,Negative
1638,South India,Onam,Payasam,4,Positive
1639,South India,Diwali,Kozhukattai,5,Negative
1640,South India,Diwali,Jangiri,1,Negative
1641,West India,Gudi Padwa,Puran Poli,4,Negative
1642,West India,Gudi Padwa,Puran Poli,4,Positive
1643,West India,Gudi Padwa,Modak,3,Positive
1644,South India,Diwali,Jangiri,4,Negative
1645,West India,Diwali,Jalebi,5,Negative
1646,North India,Lohri,Ladoo,4,Positive
1647,South India,Onam,Mysore Pak,1,Negative
1648,West India,Gudi Padwa,Jalebi,4,Negative
1649,West India,Gudi Padwa,Shrikhand,5,Positive
1650,West India,Ganesh Chaturthi,Modak,4,Positive
1651,South India,Ugadi,Kozhukattai,3,Negative
1652,East India,Durga Puja,Chomchom,4,Positive
1653,South India,Ugadi,Mysore Pak,3,Positive
1654,South India,Diwali,Jangiri,2,Negative
1655,South India,Onam,Mysore Pak,1,Positive
1656,West India,Gudi Padwa,Modak,5,Positive
1657,West India,Navratri,Jalebi,3,Negative
1658,West India,Diwali,Jalebi,1,Positive
1659,East India,Diwali,Rasgulla,2,Negative
1660,East India,Durga Puja,Pitha,4,Positive
1661,North India,Diwali,Rasgulla,5,Negative
1662,East India,Poila Baisakh,Pitha,2,Negative
1663,South India,Onam,Payasam,4,Positive
1664,North India,Baisakhi,Ladoo,2,Positive
