Region,Sweet_Preference,Festival,Language,Socio_Economic_Class,Purchase_Amount,Cluster_Label
3,13,1,2,1,-1.6561633180987196,7
1,11,5,9,0,0.11324275326835326,1
3,10,1,7,0,-0.9348019271483944,1
3,5,4,7,2,-0.18011729971358137,3
1,11,1,9,0,0.0036035266384669903,1
3,5,3,7,2,0.9025604322633448,3
3,10,4,5,2,-0.02690745983056708,7
3,5,4,5,1,-1.1882511442945727,3
2,4,9,4,1,0.2627542917611819,0
3,10,1,5,0,1.0378181008148317,7
1,0,5,12,0,-0.45987839029202,9
0,12,12,1,2,0.7557455718675272,4
1,5,5,12,0,-0.6514966310710275,9
0,9,10,0,2,-1.6446061262543887,4
0,11,10,0,0,-1.125457068607041,4
1,11,1,3,0,0.025446619224252388,7
1,11,5,12,2,-0.8592178924864697,1
0,2,10,8,0,-1.4996789405264783,5
2,4,9,6,1,1.2864132973863915,0
1,11,1,3,2,-1.012427732369484,7
2,7,1,6,1,-1.0415518558171981,3
1,3,5,9,0,-0.6884411210000723,9
3,5,3,7,2,1.7208096148419785,3
1,0,0,12,1,0.1965701064659796,2
0,12,2,1,2,-0.33405909508007,7
2,1,1,6,0,0.5386629850581769,3
3,5,1,2,1,-0.2649085638781563,3
1,3,5,3,2,-0.511770181673066,3
1,0,0,12,2,0.8677347608390942,2
1,5,1,9,0,-0.34041555059445194,2
0,9,10,0,1,1.2623358143773686,4
2,1,1,4,2,0.15558059939141913,3
1,0,5,9,0,-0.7516204364157483,9
3,10,8,5,0,0.2121337914830123,6
1,11,1,3,1,1.5809675935255734,7
2,8,11,6,0,-0.15137841599401153,0
2,4,13,11,1,-1.2345954835903399,5
2,1,1,6,1,1.1349370362800266,3
1,11,1,3,0,-1.154735287946013,7
1,0,6,3,1,0.2766229219743792,8
0,12,2,0,0,-0.04250966882041373,7
1,3,6,3,2,1.037394337113873,8
3,10,1,7,0,0.004335482121941058,1
2,4,13,6,0,1.3373805134198906,0
2,1,11,6,0,-0.869734937064811,8
3,5,1,2,0,0.6519619891054348,3
3,6,8,7,1,0.8958957849664476,0
2,1,1,6,1,-0.4099898454973244,3
0,2,2,0,0,-1.4673958513079803,3
0,11,10,8,1,-0.6973016347473928,6
1,3,5,3,2,-1.0445952496695388,3
0,12,10,8,1,0.5108486766861536,6
3,6,8,7,1,0.2518134834818818,0
2,4,9,6,2,0.5615847488827664,0
0,11,12,1,2,0.7052406435078008,4
0,9,10,8,0,-0.07409932652825192,6
2,4,11,6,2,0.28532933983044184,0
1,11,6,12,1,1.0899025120599504,6
0,11,12,0,0,-0.9968255233796374,4
2,7,11,4,0,1.50530651091802,0
0,12,12,0,1,0.11301160943146686,4
3,5,8,7,0,-1.0178210885635053,0
2,4,13,11,0,0.2640641068368729,5
3,13,8,7,0,0.9309140762547702,6
3,13,3,5,2,1.314651369459373,7
2,7,11,6,0,-1.1285004624593817,0
0,9,2,0,1,1.0613562482044525,7
1,3,0,9,1,1.6663752412551796,2
2,8,11,6,1,-1.0521844723139828,0
0,9,2,8,2,-0.25951520768413505,1
0,12,7,0,2,-0.2714961632294249,4
3,10,4,7,2,1.2147972319243536,1
0,2,10,8,2,0.5589265947585705,5
3,13,8,2,1,-1.0151244104664947,4
1,11,6,9,1,-0.38179029739715686,6
1,11,6,9,2,-0.29630560172192205,6
2,4,13,10,2,1.4856207608098428,5
2,8,13,4,1,0.36291662107871714,0
1,11,0,3,1,-1.0511443250479928,7
0,12,2,8,1,1.6124416793149685,1
1,3,6,12,2,-0.9583400745380152,9
2,8,11,11,1,0.3463127887956947,5
1,3,5,3,2,1.5964542305969769,3
1,5,0,3,0,-1.00622537274636,3
2,8,9,4,2,1.3197750578436935,0
2,8,1,4,2,1.0803100428291557,7
1,5,5,3,0,-0.1694461592439823,3
2,7,1,4,0,0.5073044711872255,3
1,0,1,9,0,-0.9377297490822915,2
2,7,9,11,1,-0.17603375859525108,5
0,11,7,0,1,-0.4182724996524284,4
1,3,6,9,2,1.6405256554966925,9
0,2,2,1,1,0.7277771676042463,3
2,1,13,6,2,-1.286833990726716,8
0,12,10,8,0,0.25701421981183087,6
1,5,6,3,2,1.3109915920420019,3
0,12,12,8,0,0.31649523383732076,6
0,9,12,0,0,-0.9995607254494623,4
2,7,13,11,1,-1.5849710163376407,5
0,12,12,1,0,-1.2123286273035956,4
1,0,1,9,2,1.6280438883048152,2
2,1,13,4,1,1.0590448098355862,8
1,11,5,12,0,0.17931136664511238,1
2,4,1,10,1,0.22484670251177621,2
3,5,4,7,1,0.8084463666776763,3
2,1,13,4,1,-0.4090652701497781,8
2,1,1,10,2,1.627697172549485,2
2,7,11,10,2,-1.6151738110241591,5
0,9,7,8,1,-1.2349807233184844,6
3,5,3,7,1,1.120760214284314,3
0,11,2,8,0,1.3337977839481483,1
3,5,4,2,0,-1.6775055990379177,3
2,4,13,6,1,-0.6923320422543303,0
0,2,2,1,0,-0.1142413062008947,3
2,4,13,6,2,0.5953317490682128,0
0,11,7,0,0,0.9825361998261155,4
2,8,9,11,1,-1.654699407131771,5
1,0,5,12,2,0.784522979559911,9
0,9,10,0,2,1.3451623559284074,4
0,12,7,0,2,1.671344833748242,4
1,0,1,9,1,-1.2152179252646782,2
1,5,1,3,1,-0.4516342601097304,3
0,9,7,8,0,-0.7541630186215011,6
0,9,2,0,0,1.0427491693350799,7
0,9,2,1,2,0.12391389373795257,7
1,11,5,12,0,0.27119104180754333,1
1,0,5,9,1,0.05291421184094567,9
0,11,12,0,1,-0.5613890586580603,4
3,6,8,5,2,-0.344383519794339,0
0,9,2,0,1,0.6517308452685484,7
3,6,8,2,0,-0.974481619147264,0
2,4,1,11,2,-0.0715952682953132,2
1,11,0,3,1,0.3008930248474741,7
0,11,10,8,0,-0.4808354315030735,6
3,5,1,7,2,-1.5311145023430583,3
3,13,3,5,2,-1.3347963368806897,7
0,9,12,0,2,1.6922633509864806,4
2,4,13,6,0,-1.3098328024969348,0
0,9,10,8,2,0.266452593151368,6
2,8,9,4,2,-1.3726654021572806,0
0,11,10,8,0,-0.4908901884076413,6
0,9,2,8,2,-1.1284234145137526,1
3,10,4,2,1,-0.4613037772861542,7
0,2,12,0,0,-1.6151738110241591,8
0,9,2,0,0,-0.43942216072755413,7
2,8,1,11,0,0.16012642818352288,1
2,7,13,6,2,1.1956508174355787,0
1,3,6,12,0,1.2315551600986336,9
0,2,2,8,1,0.7928056337150153,2
1,0,1,12,0,0.5446342008444144,2
3,5,1,5,2,-0.14714077898442363,3
2,4,1,6,1,-1.4690909061118156,3
3,13,1,2,0,-1.1837823634480982,7
2,4,13,11,1,-0.6063465349325079,5
0,9,10,1,2,-1.6344357974313775,4
3,13,3,7,0,0.09887331140856878,1
1,5,1,3,0,0.7271222600664006,3
0,11,7,1,0,0.6362827321699593,4
1,0,0,9,2,0.14232835274325317,2
3,6,4,5,1,-0.12186905281815322,3
1,11,0,9,1,1.7147998750829263,1
1,5,1,12,0,-1.3960109296828294,2
3,10,8,5,2,-1.554883793569566,6
0,9,2,8,2,0.5392793686232078,1
0,9,2,8,2,-0.2916442010113753,1
1,5,0,12,0,-1.2841758366025198,2
1,0,0,12,2,-0.7481532788624491,2
3,5,8,2,1,-0.9709374136483359,0
2,7,11,4,1,0.46188470723900454,0
3,10,1,5,0,-0.5882402677097227,7
0,2,7,8,2,-1.257247579605229,9
0,12,7,8,1,1.014973384935871,6
2,1,1,11,0,-0.5996433636627959,2
0,12,2,1,2,-0.8223889744758683,7
3,13,8,7,2,1.2184184853689104,6
1,11,0,3,0,-0.8059777620569184,7
1,11,1,12,1,1.1380960020508106,1
1,3,1,9,0,0.7940769248178914,2
3,10,3,2,2,0.9442433708485654,7
1,11,1,9,1,0.24676684304319085,1
1,5,0,12,0,-1.4639672177274956,2
2,7,1,10,1,-1.5222925125685525,1
2,8,13,11,1,0.835759863403112,5
0,9,12,0,2,-0.7290068643736739,4
1,3,6,3,0,-0.2775444269612914,8
3,5,4,2,0,-0.02525092899954606,3
1,11,0,3,2,0.596564516198275,7
3,10,4,5,0,-0.21182252933986256,7
2,1,11,6,2,-0.5705192402150818,8
3,5,8,7,2,1.151386772671791,0
3,6,4,5,2,-0.11859451512892602,3
0,11,10,8,1,0.4774483922560372,6
0,12,7,8,2,0.06558859889689517,6
1,11,6,3,2,0.22789009636411656,7
1,3,6,3,1,0.41669608712767076,8
3,13,1,7,2,0.5333081528369703,1
0,11,2,0,0,-1.1026123527280802,7
2,8,13,10,0,-1.0096540063268447,5
0,11,7,1,1,-1.1425231885638365,4
0,12,2,0,2,-1.2312438979554843,7
3,6,1,5,0,1.6748119913015411,3
3,6,4,2,0,-0.5047202946480241,3
1,3,6,9,1,1.338805900414025,9
0,9,12,0,0,1.452451620216613,4
2,1,11,4,1,-0.5261781475056653,8
0,12,10,0,0,1.5811602133896459,4
3,5,8,7,2,-0.1402449878506394,0
0,9,12,1,2,0.7233854347034001,4
2,1,1,4,2,-1.6194499720065618,3
3,13,4,5,0,-0.24102370073320567,7
3,10,1,2,2,-1.7290121506908194,7
3,6,8,7,2,-0.8627620979853979,0
0,11,2,0,0,0.03446122886283067,7
1,5,0,3,1,1.5331593432628576,3
2,1,9,6,0,0.9812263847504246,8
2,8,13,10,1,-0.02579026461894812,5
3,13,3,5,1,1.629893038999908,7
3,5,4,2,2,-1.1977280416069243,3
2,7,13,10,0,-1.4516010224540612,5
2,4,1,10,2,1.11282427588454,2
3,13,3,7,2,-1.4260596284780898,1
0,11,10,1,0,0.21748862370421893,4
2,8,9,10,0,1.6663752412551796,6
2,1,1,6,0,1.69642394005044,3
1,5,1,9,1,1.501762305419092,2
3,10,3,2,0,0.8715871581205379,7
1,0,5,3,1,-1.5693302833749798,8
1,3,1,12,0,-0.24849735145920634,2
3,5,4,2,1,-0.3382967320896581,3
0,11,12,8,1,1.6419125185180123,6
2,8,13,6,1,-0.9420829580103228,0
3,5,3,2,0,0.3134903639577948,3
0,12,12,0,2,0.8255895345801008,4
0,12,7,8,2,1.489511682064101,6
0,9,2,0,1,1.3185808146864457,7
0,11,12,0,1,1.2075162010624252,4
1,5,6,9,0,1.3097973488847543,9
1,0,1,3,2,1.3269405167871786,3
0,11,12,1,1,1.1018834676052398,4
3,5,3,2,2,-0.49632206857447697,3
2,8,13,4,0,1.1903345091871864,0
3,13,8,5,1,0.1570445103583677,6
0,2,12,8,2,1.2128325093108174,5
3,13,8,2,2,-1.6438356467981001,4
3,13,1,7,2,0.3287073332194974,1
2,8,9,6,0,0.012579612304230438,0
2,4,11,6,0,-1.5247580468286763,0
2,4,1,4,1,-0.48634435961553796,3
3,10,1,7,0,-0.6181733945865399,1
1,11,6,3,0,-0.7864075838671846,7
3,10,8,5,2,1.050184296088266,6
1,5,1,9,1,-0.048904648307610085,2
3,13,1,2,2,1.0192495459182735,7
1,3,1,9,2,-0.6311944973978194,2
1,3,1,12,2,-0.4506711607893695,2
3,5,4,2,0,0.790686815210221,3
1,5,0,3,1,0.7701535377001266,3
0,11,12,8,0,1.4282200413163324,6
1,11,6,9,1,0.5756845229328506,6
0,2,12,0,0,0.10137736964150706,8
2,7,9,6,1,1.2291281498113242,0
3,5,1,7,0,1.242264824541047,3
0,12,10,0,0,-1.1070040856289258,4
1,11,0,9,2,1.6110162923208342,1
0,12,10,1,2,-0.9416591943093642,4
3,13,3,7,2,0.9780674189796406,1
2,7,9,11,0,-1.3823349193337044,5
1,3,5,3,0,-1.1967649422865632,3
2,4,1,10,2,-0.8330215909726528,2
0,2,10,1,0,0.5475234988054971,8
1,3,5,12,2,-0.4274797291550787,9
3,13,1,5,0,-0.22673130681904954,7
2,4,9,11,0,-0.3562874273939998,5
3,6,4,2,2,-1.467626995144867,3
2,7,9,11,2,1.4820380313381005,5
0,9,12,1,2,-0.01893299745797851,4
3,6,3,5,2,0.8193101270113476,3
3,10,8,7,0,-1.2115196238744925,6
1,0,6,12,2,0.9833452032552185,9
3,13,1,7,2,-0.20924142316129546,1
3,13,8,7,1,0.6858245612093244,6
3,10,8,2,1,1.1192577793445506,4
2,8,9,6,0,1.554617196120499,0
0,2,2,0,0,0.01238699244015843,3
2,4,13,11,2,-1.179621774384139,5
2,4,13,11,2,0.2520831512915831,5
3,5,4,5,1,0.6708002118116942,3
3,6,1,2,2,0.6071971326950595,3
2,4,9,4,2,0.9353443331284307,0
0,9,7,0,1,-0.25766605698904227,4
1,5,0,9,2,0.2994291138805255,2
2,7,9,4,0,-1.3101024703066357,0
3,10,1,2,0,0.7554373800850116,7
1,5,1,3,1,-0.3019301017528299,3
2,1,11,11,1,1.422980781013569,5
3,10,4,5,0,-0.28732951605615836,7
3,10,8,2,2,-1.5624344922411955,4
2,4,9,10,2,1.1470335637437596,5
3,10,3,2,0,1.5262250281562593,7
0,2,2,8,0,-0.4147668181263146,2
3,13,3,7,1,1.6784332447460983,1
1,5,5,9,0,1.141871351386625,9
3,6,8,7,1,-0.33660167728582285,0
0,11,10,8,1,0.7345188628467727,6
2,7,1,11,2,1.2604481397094611,2
3,5,3,7,1,0.45522005994210735,3
0,12,10,1,0,1.2514335300708828,4
0,2,10,8,2,0.8257821544441728,5
3,5,4,5,1,0.051450300873997094,3
0,2,10,0,2,0.7998169967672425,8
2,7,9,6,0,-0.19910961831109866,0
0,11,10,8,0,-1.6261531432762737,6
3,13,8,7,1,0.02066964659526221,6
1,0,5,3,1,-0.630269922050273,8
2,4,9,10,0,-0.9245545503797543,5
3,6,8,7,2,-0.1367393063245258,0
2,4,1,11,1,-1.1763857606677264,2
3,13,3,5,1,-0.7443394055538198,7
2,8,9,11,1,-1.6274629583519644,5
2,4,9,4,1,0.9873516964279201,0
2,1,1,11,2,1.1520031562368218,2
3,6,8,7,1,-0.0697461176002206,0
0,9,10,1,2,-0.9289077593077857,4
2,1,11,4,0,0.7859098425812309,8
3,6,3,7,0,-0.4542924142339265,3
0,12,12,0,2,0.7211510442801631,4
3,6,1,2,0,-1.528494872191677,3
3,13,8,7,2,-1.4352283340079257,6
0,11,12,1,2,-0.8260872758660543,4
3,6,4,7,0,-0.7959615291251647,3
2,4,13,10,2,0.6243017766246696,5
2,8,11,6,0,-1.1264972158730309,0
0,12,12,0,0,0.8326779455779568,4
1,3,1,12,1,0.695840794141078,2
1,5,1,3,2,-0.7512737206604184,3
1,5,0,12,0,1.324937270200828,2
2,1,1,10,2,-0.6507646755875532,2
3,13,4,5,0,-1.449636299840525,7
1,5,0,12,0,0.973406018269094,2
2,8,11,10,1,-0.3159913518300992,5
3,6,4,2,2,-1.4939773925499416,3
0,9,7,8,0,0.22276640797979677,6
0,12,2,0,2,0.05846166392622475,7
1,0,1,9,2,-1.0455198250170852,2
3,6,8,7,1,0.44243010096771423,0
3,10,8,7,2,-1.6410233967826462,6
0,2,10,0,0,-0.42609286613375896,8
2,1,9,11,0,0.6199870916694527,9
2,4,9,11,0,-0.9694349787085729,5
3,10,4,2,1,-1.1138228288170813,7
1,0,6,3,0,0.6050012662446369,8
2,1,11,10,2,1.6697268268900356,5
0,11,2,1,0,0.4108789672326904,7
1,3,0,3,2,-0.3507014513359066,3
1,3,1,3,0,-0.044281771569877955,3
0,12,7,1,0,0.40097830621938046,4
2,4,9,6,2,0.6548512870665176,0
1,11,0,9,0,0.42124191591977406,1
1,11,5,9,0,-1.4765645568378163,1
2,7,9,6,1,-0.24256465964578303,0
2,8,13,6,2,-0.6469893262517386,0
3,5,3,5,1,-0.548213859955523,3
0,12,2,1,0,1.0951802963355277,7
3,5,3,2,2,1.4020237398025157,3
2,4,9,6,0,0.22218854838758031,0
3,5,8,5,0,0.8797157163843841,0
0,2,2,1,1,-0.6484147132458727,3
3,6,8,7,1,0.3722008985269962,0
2,1,9,4,0,0.45198404622569455,8
1,5,0,12,2,1.3025933659684545,2
2,4,11,10,2,-0.20908732727003762,5
0,9,10,1,1,-0.03538273384974287,4
2,1,9,11,2,-1.0570384928886019,9
0,2,2,0,1,-0.9886199171701624,3
3,13,4,5,2,-1.2290095075322467,7
2,8,1,6,1,-0.9683177834969542,1
0,2,2,1,2,0.1963774866019076,3
3,5,8,2,0,0.5532635707548482,0
2,8,11,6,2,-0.28024110505830213,0
0,9,7,1,2,-0.6137046137400651,4
0,2,10,8,1,1.2188807730426838,5
0,9,7,8,2,0.2905300761603909,6
0,11,2,0,0,0.08885707847681518,7
0,11,12,0,1,1.2239659374541896,4
1,11,0,9,0,-0.26198074194425913,1
3,6,1,5,1,-1.1869798531916964,3
2,8,1,10,2,-1.7135255136194159,1
2,8,13,6,1,-1.3510149294355673,0
3,13,1,2,0,0.07864822568098956,7
1,0,5,12,2,-1.2204186615946273,9
3,13,4,7,0,0.054493694726337444,1
3,10,1,2,0,-0.6556957441078012,7
1,0,5,12,2,-1.6607476708636377,9
1,0,5,3,1,1.5568515865437362,8
2,4,13,4,1,0.7666478561740125,0
2,4,11,6,0,-0.5229806577620671,0
3,13,3,7,2,0.5105019609308236,1
2,8,13,4,1,-0.8958541906329989,0
3,13,3,7,0,0.8532112230880516,1
2,8,9,4,2,0.25108152799840777,0
0,11,2,0,0,0.464311717526314,7
0,2,2,8,2,0.4938596046749872,2
2,7,13,11,1,0.9997564156741684,5
0,11,2,8,2,1.343197633314871,1
2,4,9,4,2,1.1557399815998222,0
2,7,11,6,2,-0.5857362094767842,0
0,2,7,0,1,-0.03314834342650583,8
3,6,3,5,2,-1.458612385506289,3
2,8,9,6,1,1.2491991396476454,0
1,3,5,9,2,0.5790746325405209,9
0,2,12,8,2,-1.6140566158125405,5
1,0,5,9,2,-0.4836862054913416,9
3,10,1,2,0,-0.35582513972022656,7
1,0,0,3,0,-1.086624904010089,3
2,8,9,4,0,-0.40941198590510797,0
1,0,6,12,0,-0.5874312642806194,9
2,7,11,11,0,-0.6350083707064488,5
0,12,12,0,1,1.5507262748662407,4
3,13,8,5,2,1.1657562145315759,6
0,12,2,0,0,-0.19479493335588174,7
2,7,11,6,0,0.8677732848119086,0
0,11,10,0,2,-1.298198562706975,4
0,12,2,0,2,-1.352632936293774,7
1,11,0,9,0,0.026525290463056506,1
3,6,3,5,1,0.10499862308606388,3
2,7,11,11,2,-1.1208341918693088,5
3,13,1,7,0,0.5118502999793288,1
0,12,2,0,2,-0.27492479680990967,7
1,11,0,12,0,-0.4320255579471823,1
2,1,9,6,1,-1.142214996781321,8
3,13,3,7,2,1.6892584811069549,1
3,6,3,5,0,0.1060387703520536,3
1,5,0,12,0,1.5021860691200508,2
0,11,2,8,1,-0.7820543749391533,1
3,5,3,7,1,0.9708634360633409,3
1,11,0,12,1,-1.713178797864086,1
2,7,11,4,2,1.2645316808277913,0
2,7,9,4,1,-0.9847675198887187,0
2,8,11,4,0,-0.1209444774706067,0
3,10,3,5,1,0.184512102975061,7
3,6,1,2,1,-1.2168744560956992,3
2,4,13,4,0,0.8337180928439469,0
3,5,4,7,0,1.7293234128339687,3
1,0,0,9,0,0.2306252984339417,2
3,6,3,5,0,0.7161044038414717,3
0,11,12,0,1,1.6954223167572646,4
2,1,13,6,2,-1.2746218913445397,8
0,11,12,8,1,1.5763447167878413,6
1,0,5,12,2,1.2710422322334312,9
3,13,4,5,0,0.6529636123986101,7
2,4,9,11,0,-0.37732151655068236,5
1,11,1,9,1,-1.2323610931671027,1
0,9,2,0,1,-1.1892527675877482,7
2,8,11,6,2,0.04771347551099664,0
0,2,2,0,1,1.6239988711592994,3
2,7,1,11,1,-0.8169185703362183,2
1,11,5,3,1,1.4728693258082646,7
3,6,4,7,1,0.03962344121996486,3
0,9,2,1,1,1.2911132220697523,7
0,11,10,0,2,0.7274304518489163,4
0,2,10,0,1,0.07360158524229814,8
1,5,5,9,1,-0.1334262446624842,9
3,13,1,2,0,-0.8810224610994409,7
2,7,9,11,0,0.3129510283383927,5
2,8,1,6,0,-0.935842074414384,1
3,6,8,5,1,1.2452311704477586,0
2,7,13,4,0,0.3408809086288593,0
0,9,2,1,0,0.5870876188859234,7
1,5,6,9,2,0.8952794014014163,9
3,13,1,5,2,-0.5403549695013781,7
1,0,5,3,2,-0.0791074429941285,8
2,7,11,10,2,0.6271910745857523,5
3,5,1,5,1,1.340231287408159,3
2,8,11,4,1,1.5755742373315524,0
1,11,0,12,0,-0.16228070030049724,1
2,1,11,11,1,-1.1892142436149336,5
1,3,6,9,0,0.4129977857374847,9
3,5,8,7,0,-0.7459188884392118,0
1,3,5,3,0,0.07679907498589654,3
3,10,3,5,0,-1.559930434008257,7
1,0,0,9,1,1.6684170118143447,2
0,11,10,1,1,-1.432416083992472,4
2,7,9,10,1,-0.4930090069124354,5
3,6,8,5,1,-0.8123342175713003,0
0,2,12,1,0,0.08958903396028924,8
1,0,6,3,2,0.010075554071292146,8
3,13,8,5,1,-0.15715701191617704,6
0,11,10,0,0,-0.9709374136483359,4
3,6,4,7,0,1.1423721630332127,3
1,5,1,9,1,-1.0210571022799177,2
2,7,9,10,0,-1.1864790415451087,5
1,3,1,12,1,1.0590448098355862,2
2,8,1,4,1,1.3183496708495592,7
1,3,6,3,0,-0.22565263558024543,8
1,0,6,9,0,1.2976622974482068,9
2,7,11,4,1,-0.4965146884385492,0
0,11,10,0,0,-0.17314446063416836,4
0,11,12,0,1,1.1630210124617506,4
1,0,5,12,0,-0.09459408006553195,9
1,11,6,12,0,-0.8613752349640782,6
2,7,13,10,2,1.1314698787267274,5
1,3,0,9,2,-0.5537227880679874,2
2,4,11,6,2,-1.3623409774430117,0
1,3,1,12,1,-0.7545482583496455,2
1,0,0,3,0,0.49278093343618307,3
2,8,11,6,1,-0.6299617302677575,0
2,8,13,4,1,-0.9477459820140451,0
3,6,3,5,0,-0.158736494801569,3
3,13,8,2,0,0.23220478131933348,4
3,13,1,5,0,0.7782820959639724,7
3,13,4,5,2,-0.7952295736416904,7
3,6,3,7,0,-1.2308971822001542,3
2,7,9,4,0,0.6901777701373558,0
2,4,13,6,2,-0.40952755782355116,0
3,6,8,2,0,-1.1386322673095783,0
1,0,0,12,0,-1.2431478055551448,2
1,11,1,9,1,-1.6761957839622268,1
3,13,3,2,0,-1.007843379604566,7
3,10,1,5,0,-0.31040537577200594,7
3,5,1,5,0,1.4766446751440794,3
3,10,3,2,1,0.07853265376254592,7
1,11,6,3,1,-0.5478671442001931,7
3,6,8,2,0,-0.8983967728387517,0
2,4,9,11,0,-1.3149179669084403,5
2,4,11,10,1,1.0990326936169714,5
2,1,1,6,1,0.45803230995756083,3
2,1,13,11,2,-1.472481015719486,5
1,11,1,9,1,-0.9050228961628348,1
0,9,2,8,1,1.085395207240661,1
2,4,11,10,0,-0.3599857287841859,5
2,4,9,11,2,-0.31545201621069713,5
0,11,12,1,2,1.6548950973564776,4
0,11,2,0,2,-0.2423335158088964,7
0,9,2,0,2,1.0915205189181565,7
0,11,12,1,0,-1.5499527250493181,4
3,10,8,7,2,0.13943905478217042,6
1,3,0,12,2,0.7204190887966886,2
1,11,0,9,2,-1.3832980186540653,1
0,12,2,8,0,-1.4140401489599856,1
0,2,2,1,1,0.834103332572091,3
0,11,10,0,0,-0.7833256660420297,4
1,5,1,12,0,-0.31040537577200594,2
2,7,9,6,1,-1.5384340571778015,0
3,6,1,7,1,1.5258012644553005,3
3,6,8,5,2,-0.8920403173243696,0
3,6,1,2,1,-0.7573990323379137,3
2,8,9,11,2,0.16212967476987353,5
2,4,1,11,0,-0.16455361469654892,2
2,1,1,6,1,-0.334328762889771,3
0,12,2,1,1,-0.47694451024881523,7
2,7,1,10,1,-0.042779336630114975,1
1,3,5,12,2,-0.13831878920991758,9
2,7,1,4,1,-1.7093264005826423,3
3,5,4,5,2,0.5223288205848557,3
3,5,8,5,2,-1.680202277134928,0
2,1,13,6,0,-1.1608991235963229,8
1,3,5,12,2,0.24198987041420067,9
1,11,6,9,1,-0.44196474293330684,6
0,2,12,8,0,0.9975990731965602,5
0,12,2,0,1,0.687635187931603,7
1,5,1,9,0,-0.549099911330255,2
0,9,12,0,1,0.14575698632373796,4
0,11,2,0,1,-0.45371455464171007,7
2,7,9,6,2,1.6355560630036303,0
2,1,13,10,2,-0.9166186119799804,5
1,11,1,3,2,0.3917325527439158,7
2,4,13,11,2,-1.4085697448203358,5
3,5,1,5,1,-1.0547655784925498,3
1,5,6,3,1,0.013427139706148148,3
1,5,6,9,1,-1.034579016737785,9
3,5,1,7,2,0.6303885643293503,3
0,2,2,0,2,1.3122628831448782,3
0,9,10,0,1,-1.0160489858140413,4
0,2,10,8,0,0.45799378598474644,5
3,6,3,2,2,0.8502063532085258,3
2,4,13,4,2,0.36908045672902706,0
0,2,10,8,2,-1.5911348519879507,5
1,5,0,3,1,-0.202153012163439,3
2,8,9,10,2,-0.3281649272394613,6
1,11,1,12,0,-1.336337295793267,1
3,10,1,5,1,1.0922139504288162,7
2,4,13,11,0,1.3159611845350643,5
2,4,1,10,2,1.0542293132337817,2
2,4,9,4,1,-1.6468790406504406,0
3,10,4,2,1,0.8242411955315955,7
1,0,6,12,0,-1.3447740458396287,9
3,6,8,2,0,-0.7847895770089782,0
1,5,5,12,0,-0.642096781704305,9
2,4,1,11,0,-0.08638847385605697,2
1,0,6,12,1,-1.3844537378384985,9
3,6,3,2,1,1.6170645560527006,3
3,6,4,2,2,-0.9672776362309644,3
0,2,10,8,0,-0.1694461592439823,5
3,5,3,7,0,-0.1074610869855539,3
2,1,9,6,0,1.3172324756379408,8
0,9,7,0,0,-0.806825289458836,4
3,13,8,5,1,0.8979760794984271,6
3,6,1,7,1,1.163637396026782,3
2,4,11,6,1,-1.0639342840223858,0
3,5,3,2,0,-0.9459738792645809,3
2,1,13,10,1,1.3717438971703684,5
1,0,6,9,2,0.17780893170534898,9
3,10,1,7,0,1.0415934501506465,1
1,11,0,9,1,-0.2588988241191042,1
2,7,13,10,1,-1.0744513286007271,5
3,10,4,5,0,-0.8860691015381321,7
0,11,7,8,0,-0.45868414713477246,6
2,4,1,11,0,-1.6400217734894709,2
0,11,2,0,0,0.46693134767769595,7
1,3,6,12,1,-1.097218996534059,9
2,7,13,4,0,0.38156222392090455,0
1,0,0,12,1,-1.2502747405258157,2
1,3,6,12,0,0.5789975845948921,9
3,13,1,5,2,-0.165362618125652,7
0,2,2,8,0,-0.6602415728999047,2
2,4,13,4,0,-1.2605991652400848,0
1,5,6,9,2,1.1219544574415614,9
0,11,2,0,0,-0.6486073331099448,7
2,4,9,4,0,-0.6004138431190846,0
0,11,10,8,1,1.475720099796533,6
0,9,7,0,2,1.3882321575349472,4
1,3,5,3,1,-1.5358529509992342,3
2,1,13,6,2,-0.43360504083257406,8
3,5,8,7,2,0.14471683905774824,0
3,5,4,5,2,-1.0728718457153352,3
2,4,9,4,1,1.2443836430458408,0
0,2,2,8,1,-0.550409726405946,2
0,2,12,8,0,1.718228508663411,5
0,11,12,1,0,-1.1444108632317438,4
3,6,8,5,0,-0.3307460334180284,0
1,0,0,3,1,0.1158623834197352,3
2,8,13,11,0,-0.4530211231310502,5
1,11,6,3,2,-0.9802602150694296,7
3,5,3,5,1,-0.4103365612526545,3
3,10,1,5,1,-0.6735323435208853,7
3,13,8,2,2,-1.638095574848749,4
0,2,2,1,1,-1.3234317649004308,3
3,13,4,2,1,-1.1611302674332094,7
2,8,13,10,0,-0.5660504593686073,5
0,9,7,1,1,-1.5585435709869373,4
1,11,5,9,2,-0.4395377326459974,1
0,2,2,0,0,1.2368329443742114,3
1,11,5,9,0,-1.4223998510607183,1
2,7,1,10,0,0.9333410865420797,1
2,8,13,10,2,-1.5247580468286763,5
1,3,6,3,2,-0.4405778799119871,8
1,3,0,3,0,-0.5587309045338642,3
3,5,8,5,1,0.5351573035320633,0
0,9,2,1,2,-0.7893739297738962,7
1,5,6,9,0,1.4846191375166675,9
2,4,13,4,2,0.2264647093699824,0
1,3,5,12,0,0.8770190382873733,9
